name,address,city,stars,review_count,tags
Rico’s Food Factory,1402 US Hwy Alt 19,Holiday,5.0,6,sandwich food caribbean puerto rican restaurants food trucks sandwich food caribbean puerto rican restaurants food trucks restaurantsdelivery restaurantstakeout
Tokyo,7911 W Hillsborough Ave,Tampa,3.5,155,chinese sushi bar japanese restaurants chinese sushi bar japanese restaurants goodforkids restaurantsdelivery restaurantsattire_casual caters alcohol_beer_and_wine businessacceptscreditcards restaurantstakeout hastv businessparking_lot noiselevel_quiet ambience_casual restaurantsgoodforgroups cheap budget inexpensive affordable goodformeal_lunch goodformeal_dinner outdoorseating bikeparking wheelchairaccessible restaurantstableservice
Jasmine Thai,1947 Wlumsden Rd,Brandon,4.0,195,restaurants thai restaurants thai businessacceptscreditcards alcohol_beer_and_wine restaurantsreservations caters moderate casual businessparking_lot restaurantsattire_casual goodforkids bikeparking restaurantsgoodforgroups ambience_intimate ambience_classy ambience_casual noiselevel_quiet restaurantsdelivery restaurantstakeout goodformeal_lunch goodformeal_dinner
Angie's Restaurant,725 Cleveland St,Clearwater,4.0,55,breakfast & brunch restaurants breakfast & brunch restaurants goodforkids businessacceptscreditcards restaurantsattire_casual businessparking_lot restaurantstakeout bikeparking hastv ambience_casual goodformeal_lunch goodformeal_breakfast cheap budget inexpensive affordable noiselevel_average
Brenda's On the Causeway,314 Causeway Blvd,Dunedin,4.0,62,american (new) breakfast & brunch food restaurants coffee & tea american (new) breakfast & brunch food restaurants coffee & tea businessparking_lot hastv restaurantstakeout cheap budget inexpensive affordable noiselevel_average restaurantsattire_casual goodforkids businessacceptscreditcards bikeparking goodformeal_breakfast wifi_free ambience_casual
Submarine Gyro Town,4008 Orient Rd,Tampa,3.5,12,greek restaurants breakfast & brunch greek restaurants breakfast & brunch cheap budget inexpensive affordable restaurantstakeout restaurantsattire_casual noiselevel_quiet goodformeal_lunch hastv businessacceptscreditcards businessparking_lot
Nicks Gyros and Subs,3501 E Hillsborough Ave,Tampa,3.5,29,restaurants sandwich salad seafood restaurants sandwich salad seafood restaurantstakeout cheap budget inexpensive affordable hastv restaurantsattire_casual restaurantsgoodforgroups noiselevel_average businessacceptscreditcards goodforkids bikeparking businessparking_lot goodformeal_dinner goodformeal_dessert caters
Frankie's Deli,"1969 Sunset Point Rd, Ste 10",Clearwater,3.5,26,restaurants delis salad sandwich restaurants delis salad sandwich businessacceptscreditcards goodforkids wifi_free restaurantstakeout restaurantsgoodforgroups goodformeal_lunch caters cheap budget inexpensive affordable restaurantsdelivery noiselevel_quiet restaurantsattire_casual hastv
The Enerjuicer,3309 W Kennedy Blvd,Tampa,3.5,122,juice bar & smoothie active life fitness & instruction burger acai bowls food vegan salad specialty food restaurants yoga health markets juice bar & smoothie active life fitness & instruction burger acai bowls food vegan salad specialty food restaurants yoga health markets ambience_casual wheelchairaccessible businessparking_lot wifi_free caters moderate casual dogsallowed goodformeal_lunch goodformeal_breakfast restaurantsattire_casual restaurantsdelivery goodforkids bikeparking restaurantstakeout businessacceptscreditcards
Kuchi Sushi & Hibachi,9206 Anderson Rd,Tampa,4.0,319,restaurants japanese asian fusion sushi bar teppanyaki restaurants japanese asian fusion sushi bar teppanyaki noiselevel_average hastv businessacceptscreditcards restaurantsgoodforgroups goodforkids restaurantsattire_casual restaurantstakeout alcohol_full_bar restaurantstableservice businessparking_lot moderate casual restaurantsreservations ambience_classy ambience_casual goodformeal_lunch goodformeal_dinner restaurantsdelivery dogsallowed bikeparking
China Star,1762 22nd St S,Saint Petersburg,3.0,6,chinese restaurants chinese restaurants
Salty's Island Bar & Grille,437 S Gulfview Blvd,Clearwater,4.0,599,mexican american (new) seafood bar sandwich restaurants nightlife mexican american (new) seafood bar sandwich restaurants nightlife businessparking_street wifi_free restaurantsattire_casual restaurantsgoodforgroups wheelchairaccessible restaurantstableservice bikeparking businessacceptscreditcards dogsallowed happyhour outdoorseating hastv music_live noiselevel_average goodforkids ambience_touristy ambience_classy ambience_casual caters bestnights_friday bestnights_saturday bestnights_sunday alcohol_full_bar moderate casual smoking_yes goodformeal_latenight goodformeal_lunch goodformeal_dinner goodformeal_brunch restaurantsreservations
Subway,41220 US Hwy 19N,Tarpon Springs,3.5,6,restaurants sandwich fast food restaurants sandwich fast food restaurantstakeout goodforkids restaurantsattire_casual outdoorseating cheap budget inexpensive affordable businessacceptscreditcards caters restaurantsdelivery
Yama-Taiyo Japanese Cuisine & Sushi Bar,660 Alderman Rd,Palm Harbor,4.0,49,restaurants japanese restaurants japanese moderate casual restaurantsattire_casual hastv noiselevel_quiet goodforkids restaurantstakeout businessacceptscreditcards businessparking_lot restaurantsgoodforgroups restaurantsreservations ambience_casual restaurantsdelivery
Pizza Hut,5020 E Bay Dr,Clearwater,3.0,9,chicken wings fast food restaurants italian pizza chicken wings fast food restaurants italian pizza
El Manjar,7218 N Armenia Ave,Tampa,4.0,17,restaurants latin american restaurants latin american restaurantsattire_casual moderate casual restaurantstakeout businessacceptscreditcards goodforkids restaurantsgoodforgroups hastv
Fitlife Foods - Wesley Chapel,"1821 Bruce B Downs Blvd, Ste 111",Wesley Chapel,4.5,18,specialty food restaurants food burger health markets salad specialty food restaurants food burger health markets salad upscale fancy restaurantstakeout wheelchairaccessible businessparking_lot goodforkids restaurantsdelivery businessacceptscreditcards
Kim's Cuban Sandwich Shop,11911 E Martin Luther King Blvd,Seffner,4.0,39,food latin american restaurants coffee & tea food delivery services chicken wings sandwich cuban food latin american restaurants coffee & tea food delivery services chicken wings sandwich cuban restaurantsattire_casual goodforkids outdoorseating wifi_free restaurantstableservice restaurantsdelivery hastv restaurantstakeout cheap budget inexpensive affordable wheelchairaccessible bikeparking noiselevel_average caters businessparking_lot businessacceptscreditcards
Tijuana Flats,"2518 SR 580, Ste. A",Clearwater,3.5,89,restaurants mexican caterers event planning & services desserts tex-mex food restaurants mexican caterers event planning & services desserts tex-mex food ambience_casual alcohol_beer_and_wine hastv bikeparking restaurantsgoodforgroups businessacceptscreditcards outdoorseating goodforkids businessparking_lot caters restaurantstakeout restaurantsattire_casual cheap budget inexpensive affordable restaurantsdelivery noiselevel_average restaurantstableservice goodformeal_lunch goodformeal_dinner
Popeyes Louisiana Kitchen,2216 Fletcher Ave,Tampa,2.0,28,american (traditional) restaurants fast food cajun/creole chicken wings american (traditional) restaurants fast food cajun/creole chicken wings restaurantsattire_casual cheap budget inexpensive affordable noiselevel_loud drivethru restaurantsdelivery restaurantstakeout businessacceptscreditcards
Sea Dog Cantina,2832 Beach Blvd S,Gulfport,3.5,63,cocktail bar bar mexican tapas bar restaurants nightlife taco cocktail bar bar mexican tapas bar restaurants nightlife taco corkage restaurantstakeout smoking_outdoor bikeparking businessacceptscreditcards outdoorseating restaurantsdelivery wheelchairaccessible hastv happyhour wifi_free restaurantstableservice businessparking_street alcohol_full_bar caters dogsallowed music_live
American Social,"601 S Harbour Island Blvd, Ste 107",Tampa,3.5,768,american (traditional) restaurants venues & event spaces event planning & services breakfast & brunch bar nightlife american (traditional) restaurants venues & event spaces event planning & services breakfast & brunch bar nightlife happyhour smoking_outdoor restaurantsgoodforgroups bestnights_friday bestnights_saturday restaurantsdelivery wheelchairaccessible noiselevel_loud caters goodformeal_latenight goodformeal_lunch goodformeal_dinner goodformeal_brunch wifi_free ambience_trendy ambience_upscale ambience_classy ambience_casual businessparking_garage businessparking_validated businessparking_valet restaurantstableservice businessacceptscreditcards alcohol_full_bar bikeparking hastv dogsallowed moderate casual restaurantsreservations outdoorseating restaurantsattire_casual
XT Munchies,5705 N Nebraska Ave,Tampa,4.0,5,fruits & veggies restaurants mexican specialty food food juice bar & smoothie fruits & veggies restaurants mexican specialty food food juice bar & smoothie wheelchairaccessible bikeparking caters businessacceptscreditcards restaurantstakeout
Café Cuba,3240 Lithia Pinecrest Rd,Valrico,3.5,42,sandwich salad restaurants cuban sandwich salad restaurants cuban restaurantsgoodforgroups restaurantsattire_casual bikeparking businessacceptscreditcards goodforkids cheap budget inexpensive affordable outdoorseating businessparking_lot wifi_free ambience_casual restaurantstakeout caters noiselevel_average restaurantsdelivery
4th Street Pizza,3187 4th St N,Saint Petersburg,3.0,67,food delivery services italian pizza food cheesesteaks restaurants food delivery services italian pizza food cheesesteaks restaurants businessparking_lot restaurantstakeout restaurantsdelivery businessacceptscreditcards restaurantsattire_casual bikeparking restaurantsgoodforgroups caters wheelchairaccessible noiselevel_average goodforkids moderate casual
Hungry Howie's Pizza & Subs,2001 E Hillsborough Ave,Tampa,2.5,12,chicken wings sandwich italian restaurants pizza chicken wings sandwich italian restaurants pizza noiselevel_average goodforkids caters businessacceptscreditcards bikeparking cheap budget inexpensive affordable restaurantsattire_casual restaurantstakeout restaurantsdelivery wifi_free businessparking_lot
Village Inn,22601 State Rd 54,Land O'Lakes,2.5,61,diner restaurants american (traditional) breakfast & brunch diner restaurants american (traditional) breakfast & brunch restaurantsattire_casual restaurantstakeout wifi_free moderate casual businessacceptscreditcards businessparking_lot goodforkids noiselevel_average restaurantsgoodforgroups goodformeal_breakfast restaurantstableservice ambience_casual hastv
Franci's Cafe,"4901 W Linebaugh Ave, Ste 7",Tampa,4.5,34,food restaurants cuban cafes food restaurants cuban cafes businessacceptscreditcards bikeparking goodforkids noiselevel_average hastv caters restaurantstakeout cheap budget inexpensive affordable restaurantsgoodforgroups ambience_casual restaurantstableservice wifi_free restaurantsattire_casual
Wall St Pizza,513 E Jackson St,Tampa,4.0,21,restaurants pizza restaurants pizza businessacceptscreditcards hastv dogsallowed restaurantstableservice caters outdoorseating wifi_free restaurantstakeout restaurantsdelivery alcohol_beer_and_wine
Sucre Table,4048 W Kennedy Blvd,Tampa,4.5,67,bakeries custom cakes food restaurants bakeries custom cakes food restaurants businessparking_lot caters restaurantstakeout businessacceptscreditcards wheelchairaccessible restaurantsdelivery
Wingstop,11752 E Martin Luther King Jr Blvd,Seffner,3.0,5,restaurants chicken wings restaurants chicken wings restaurantstakeout
Chili's,2794 E Fowler Ave,Tampa,2.0,114,chicken wings bar restaurants nightlife american (traditional) tex-mex chicken wings bar restaurants nightlife american (traditional) tex-mex bikeparking goodforkids businessacceptscreditcards restaurantstakeout hastv alcohol_full_bar moderate casual restaurantsgoodforgroups restaurantsattire_casual noiselevel_average happyhour businessparking_lot goodformeal_dessert goodformeal_latenight goodformeal_lunch goodformeal_dinner wifi_free ambience_casual restaurantsdelivery
Wendy's,8305 Sheldon Road,Tampa,2.5,13,restaurants burger breakfast & brunch fast food restaurants burger breakfast & brunch fast food bikeparking restaurantstakeout cheap budget inexpensive affordable goodforkids businessacceptscreditcards restaurantsgoodforgroups hastv restaurantsattire_casual restaurantsdelivery wifi_free
Marty's Cafe,"9720 Princess Palm Ave, Ste 114",Tampa,3.0,14,greek american (traditional) restaurants pizza greek american (traditional) restaurants pizza restaurantstakeout cheap budget inexpensive affordable restaurantsdelivery goodforkids outdoorseating noiselevel_average caters businessacceptscreditcards hastv restaurantsgoodforgroups restaurantsattire_casual bikeparking
